Transaction ID,Date,Month,Quarter,Year,Region,Country,City,Business Unit,Department,Product Category,Product Name,Customer Segment,Sales Channel,Revenue,Cost of Goods Sold (COGS),Operating Expense,Marketing Expense,Discount,Tax,Profit,Profit Margin,Budget,Actual Sales,Gross Profit,Operating Profit,Gross Margin,Budget Variance,Budget Utilization,Total Expense,Cost Ratio
TXN-10087,2023-01-10,January,Q1,2023,North America,Canada,Toronto,Digital Services,Marketing,Software Services,Ai Analytics Platform,Enterprise,Direct Sales,34553.1,6279.31,5086.64,1559.41,1172.75,3693.49,17934.25,51.9,37077.38,34553.1,28273.79,21627.74,81.83,-2524.28,93.19,16618.85,48.1
TXN-10088,2023-01-10,January,Q1,2023,North America,USA,San Francisco,Consumer Goods,Operations,Professional Consulting,Advisory Subscription,Mid-Market,Partner Channel,29882.47,15568.98,3047.56,1641.88,2935.53,1324.6,8299.45,27.77,33342.74,29882.47,14313.49,9624.05,47.9,-3460.27,89.62,21583.02,72.23
TXN-10089,2023-01-10,January,Q1,2023,Asia Pacific,Japan,Tokyo,Consumer Goods,Customer Support,Electronics,Ultrabook Enterprise,Enterprise,Reseller Network,3376.1,2153.2,658.82,251.9,237.04,100.76,211.42,6.26,3315.58,3376.1,1222.9,312.18,36.22,60.52,101.83,3164.68,93.74
TXN-10090,2023-01-10,January,Q1,2023,Asia Pacific,Australia,Sydney,Enterprise Solutions,Engineering,Cloud Infrastructure,Load Balancer Cluster,Consumer,Partner Channel,58989.01,20565.85,7567.72,3920.96,8447.08,3496.15,23438.33,39.73,59912.24,58989.01,38423.16,26934.48,65.14,-923.23,98.46,35550.68,60.27
TXN-10091,2023-01-10,January,Q1,2023,Europe,Netherlands,Amsterdam,Enterprise Solutions,Customer Support,Hardware Systems,Storage Array V2,SMB,Direct Sales,76691.99,47532.56,13345.06,6907.8,3408.23,1921.67,6984.9,9.11,82200.75,76691.99,29159.43,8906.57,38.02,-5508.76,93.3,69707.09,90.89
TXN-10092,2023-01-10,January,Q1,2023,North America,USA,New York,Financial Services,Operations,Cloud Infrastructure,Dedicated Cloud Compute,Mid-Market,Direct Sales,59569.14,20573.4,10496.01,5152.67,7015.09,3117.41,20229.65,33.96,63228.03,59569.14,38995.74,23347.06,65.46,-3658.89,94.21,39339.49,66.04
TXN-10093,2023-01-10,January,Q1,2023,Europe,France,Paris,Enterprise Solutions,Sales,Professional Consulting,Implementation Services,SMB,Partner Channel,4904.84,2389.77,567.11,575.76,596.97,177.21,1194.99,24.36,4459.58,4904.84,2515.07,1372.2,51.28,445.26,109.98,3709.85,75.64
TXN-10094,2023-01-10,January,Q1,2023,Europe,UK,London,Digital Services,Customer Support,Electronics,Wireless Headset Pro,Enterprise,Direct Sales,12266.5,8654.79,2340.34,1297.72,398.34,135.22,-161.57,-1.32,11408.42,12266.5,3611.71,-26.35,29.44,858.08,107.52,12428.07,101.32
TXN-10095,2023-01-10,January,Q1,2023,Asia Pacific,India,Mumbai,Enterprise Solutions,Engineering,Electronics,4K Display Monitor,Mid-Market,Online Store,7075.51,3982.13,734.26,676.69,465.32,319.0,1363.43,19.27,7173.43,7075.51,3093.38,1682.43,43.72,-97.92,98.63,5712.08,80.73
TXN-10096,2023-01-10,January,Q1,2023,North America,Canada,Toronto,Digital Services,Operations,Software Services,Ai Analytics Platform,Enterprise,Online Store,28953.36,8407.19,5596.11,1510.19,756.47,1346.25,12093.62,41.77,30608.44,28953.36,20546.17,13439.87,70.96,-1655.08,94.59,16859.74,58.23
TXN-10097,2023-01-11,January,Q1,2023,Asia Pacific,Japan,Tokyo,Enterprise Solutions,Sales,Electronics,4K Display Monitor,SMB,Partner Channel,10071.8,6507.1,1880.97,741.01,145.91,141.43,801.29,7.96,10021.1,10071.8,3564.7,942.72,35.39,50.7,100.51,9270.51,92.04
TXN-10098,2023-01-11,January,Q1,2023,Europe,UK,London,Consumer Goods,Engineering,Software Services,Cybershield Security,Mid-Market,Direct Sales,8825.94,1542.14,1066.82,948.04,376.41,941.68,4327.26,49.03,8969.64,8825.94,7283.8,5268.94,82.53,-143.7,98.4,4498.68,50.97
TXN-10099,2023-01-11,January,Q1,2023,Middle East & Africa,UAE,Dubai,Consumer Goods,Sales,Electronics,Smart Hub Pro,Enterprise,Direct Sales,10768.85,7601.71,1586.82,585.69,460.53,198.34,796.29,7.39,10227.78,10768.85,3167.14,994.63,29.41,541.07,105.29,9972.56,92.61
TXN-10100,2023-01-11,January,Q1,2023,North America,USA,Chicago,Enterprise Solutions,Customer Support,Software Services,Cybershield Security,SMB,Direct Sales,29131.66,7292.67,5203.0,2204.33,1514.46,2721.52,11710.14,40.2,30938.61,29131.66,21838.99,14431.66,74.97,-1806.95,94.16,17421.52,59.8
TXN-10101,2023-01-11,January,Q1,2023,North America,USA,New York,Digital Services,Customer Support,Hardware Systems,Storage Array V2,Mid-Market,Direct Sales,35269.52,22416.46,4772.73,3564.5,3943.84,845.06,3670.77,10.41,37206.43,35269.52,12853.06,4515.83,36.44,-1936.91,94.79,31598.75,89.59
TXN-10102,2023-01-11,January,Q1,2023,Asia Pacific,Singapore,Singapore,Digital Services,Customer Support,Software Services,Saas Erp License,Consumer,Online Store,11916.9,3007.99,1802.6,1040.61,1312.17,934.44,5131.26,43.06,12814.91,11916.9,8908.91,6065.7,74.76,-898.01,92.99,6785.64,56.94
TXN-10103,2023-01-11,January,Q1,2023,Asia Pacific,Japan,Tokyo,Digital Services,Customer Support,Cloud Infrastructure,Object Storage Multi-Region,Enterprise,Partner Channel,13652.87,5636.03,1440.17,766.76,1621.89,1014.63,4795.28,35.12,13575.3,13652.87,8016.84,5809.91,58.72,77.57,100.57,8857.59,64.88
TXN-10104,2023-01-11,January,Q1,2023,North America,Canada,Toronto,Consumer Goods,Marketing,Software Services,Saas Erp License,Enterprise,Direct Sales,7892.42,2064.38,1463.46,352.59,663.28,386.12,3625.87,45.94,8657.19,7892.42,5828.04,4011.99,73.84,-764.77,91.17,4266.55,54.06
TXN-10105,2023-01-11,January,Q1,2023,Middle East & Africa,UAE,Dubai,Digital Services,Engineering,Cloud Infrastructure,Object Storage Multi-Region,SMB,Online Store,23915.08,7955.83,3330.51,2159.04,619.36,1336.93,9132.77,38.19,23731.76,23915.08,15959.25,10469.7,66.73,183.32,100.77,14782.31,61.81
TXN-10106,2023-01-11,January,Q1,2023,North America,Canada,Toronto,Enterprise Solutions,Engineering,Electronics,4K Display Monitor,Mid-Market,Online Store,7933.68,4615.15,1645.17,475.09,108.66,259.37,938.9,11.83,7316.02,7933.68,3318.53,1198.27,41.83,617.66,108.44,6994.78,88.17
TXN-10107,2023-01-11,January,Q1,2023,Europe,France,Paris,Enterprise Solutions,Sales,Electronics,4K Display Monitor,SMB,Partner Channel,10459.56,6943.81,1883.59,848.52,570.07,249.75,533.89,5.1,9954.1,10459.56,3515.75,783.64,33.61,505.46,105.08,9925.67,94.9
TXN-10108,2023-01-11,January,Q1,2023,Europe,Netherlands,Amsterdam,Financial Services,Operations,Software Services,Cloud Database Engine,Enterprise,Direct Sales,11463.5,3134.66,1953.27,1020.75,1410.98,728.68,4626.14,40.36,10620.61,11463.5,8328.84,5354.82,72.66,842.89,107.94,6837.36,59.64
TXN-10109,2023-01-12,January,Q1,2023,North America,USA,San Francisco,Enterprise Solutions,Customer Support,Electronics,Ultrabook Enterprise,SMB,Direct Sales,4655.15,2989.81,911.86,199.71,687.11,94.55,459.22,9.86,4497.88,4655.15,1665.34,553.77,35.77,157.27,103.5,4195.93,90.14
TXN-10110,2023-01-12,January,Q1,2023,North America,USA,New York,Consumer Goods,Customer Support,Hardware Systems,Storage Array V2,Mid-Market,Reseller Network,71784.82,42108.2,12984.66,5369.41,6016.18,1432.25,9890.3,13.78,75166.12,71784.82,29676.62,11322.55,41.34,-3381.3,95.5,61894.52,86.22
TXN-10111,2023-01-12,January,Q1,2023,North America,Canada,Toronto,Consumer Goods,Engineering,Electronics,Ultrabook Enterprise,Enterprise,Online Store,11554.87,7556.35,1294.96,828.81,879.16,485.52,1389.23,12.02,10663.6,11554.87,3998.52,1874.75,34.6,891.27,108.36,10165.64,87.98
TXN-10112,2023-01-12,January,Q1,2023,Middle East & Africa,UAE,Dubai,Consumer Goods,Engineering,Software Services,Cloud Database Engine,Mid-Market,Direct Sales,29448.57,8539.76,3636.42,2979.17,103.82,2030.36,12262.86,41.64,26697.47,29448.57,20908.81,14293.22,71.0,2751.1,110.3,17185.71,58.36
TXN-10113,2023-01-12,January,Q1,2023,Europe,UK,London,Digital Services,Customer Support,Software Services,Cloud Database Engine,Mid-Market,Direct Sales,134453.9475,9560.81,5041.65,2661.69,1169.96,3032.16,114157.64,84.9,36202.34,32524.42,124893.14,117189.8,92.89,-3677.92,89.84,20296.31,15.1
TXN-10114,2023-01-12,January,Q1,2023,Asia Pacific,India,Mumbai,Enterprise Solutions,Customer Support,Professional Consulting,Advisory Subscription,Mid-Market,Online Store,18741.33,9752.29,3381.84,939.55,973.94,638.7,4028.95,21.5,19036.54,18741.33,8989.04,4667.65,47.96,-295.21,98.45,14712.38,78.5
TXN-10115,2023-01-12,January,Q1,2023,North America,USA,San Francisco,Digital Services,Sales,Electronics,Ultrabook Enterprise,Consumer,Reseller Network,11979.41,6873.18,2424.31,862.48,1311.59,357.04,1462.4,12.21,12924.17,11979.41,5106.23,1819.44,42.63,-944.76,92.69,10517.01,87.79
TXN-10116,2023-01-12,January,Q1,2023,Europe,France,Paris,Enterprise Solutions,Sales,Software Services,Ai Analytics Platform,Consumer,Online Store,27142.35,7765.15,4748.56,1743.04,1205.51,1904.03,10981.57,40.46,29530.5,27142.35,19377.2,12885.6,71.39,-2388.15,91.91,16160.78,59.54
TXN-10117,2023-01-12,January,Q1,2023,Asia Pacific,Japan,Tokyo,Consumer Goods,Sales,Electronics,Ultrabook Enterprise,Enterprise,Partner Channel,3143.5,1782.3,526.22,229.22,337.19,107.46,498.3,15.85,3087.17,3143.5,1361.2,605.76,43.3,56.33,101.82,2645.2,84.15
TXN-10118,2023-01-12,January,Q1,2023,Europe,UK,London,Financial Services,Engineering,Cloud Infrastructure,Object Storage Multi-Region,Enterprise,Direct Sales,52755.82,16987.09,11027.72,3306.6,7117.5,3935.85,17498.56,33.17,53793.9,52755.82,35768.73,21434.41,67.8,-1038.08,98.07,35257.26,66.83
TXN-10119,2023-01-12,January,Q1,2023,Asia Pacific,India,Mumbai,Enterprise Solutions,Operations,Software Services,Cloud Database Engine,Enterprise,Partner Channel,24992.89,5201.89,4337.98,1111.61,1898.69,2582.03,11759.38,47.05,23274.15,24992.89,19791.0,14341.41,79.19,1718.74,107.38,13233.51,52.95
TXN-10120,2023-01-12,January,Q1,2023,Europe,Germany,Frankfurt,Consumer Goods,Operations,Software Services,Cybershield Security,Enterprise,Direct Sales,17999.68,4225.42,3703.92,1859.17,1493.97,880.02,7331.15,40.73,17074.81,17999.68,13774.26,8211.17,76.53,924.87,105.42,10668.53,59.27
TXN-10121,2023-01-12,January,Q1,2023,Europe,UK,London,Consumer Goods,Operations,Electronics,Smart Hub Pro,Consumer,Partner Channel,12199.66,8123.57,1522.4,595.82,1517.93,381.91,1575.96,12.92,12419.43,12199.66,4076.09,1957.87,33.41,-219.77,98.23,10623.7,87.08
TXN-10122,2023-01-12,January,Q1,2023,North America,USA,New York,Financial Services,Customer Support,Software Services,Saas Erp License,Mid-Market,Partner Channel,43930.43,12474.96,6198.23,5265.32,23.09,2090.36,17901.56,40.75,47344.78,43930.43,31455.47,19991.92,71.6,-3414.35,92.79,26028.87,59.25
TXN-10123,2023-01-12,January,Q1,2023,North America,USA,San Francisco,Consumer Goods,Engineering,Professional Consulting,24/7 Premium Support,Enterprise,Online Store,32638.85,17045.68,4529.71,3870.35,3469.28,954.17,6238.94,19.12,28997.61,32638.85,15593.17,7193.11,47.77,3641.24,112.56,26399.91,80.88
TXN-10124,2023-01-12,January,Q1,2023,North America,USA,San Francisco,Digital Services,Marketing,Electronics,4K Display Monitor,Enterprise,Reseller Network,5946.66,4188.72,1268.93,240.78,414.01,40.33,207.9,3.5,6529.95,5946.66,1757.94,248.23,29.56,-583.29,91.07,5738.76,96.5
TXN-10125,2023-01-13,January,Q1,2023,Europe,Germany,Frankfurt,Consumer Goods,Engineering,Professional Consulting,Advisory Subscription,Consumer,Partner Channel,30763.8,13996.56,3235.91,3628.45,79.25,2364.81,7538.07,24.5,29794.2,30763.8,16767.24,9902.88,54.5,969.6,103.25,23225.73,75.5
TXN-10126,2023-01-13,January,Q1,2023,North America,USA,San Francisco,Consumer Goods,Engineering,Professional Consulting,Implementation Services,Consumer,Partner Channel,9906.78,5220.84,1483.72,424.92,477.64,500.68,2276.62,22.98,11000.98,9906.78,4685.94,2777.3,47.3,-1094.2,90.05,7630.16,77.02
TXN-10127,2023-01-13,January,Q1,2023,North America,Canada,Toronto,Financial Services,Customer Support,Hardware Systems,Network Switch 48P,SMB,Online Store,57354.23,31176.49,8712.62,3465.87,7608.77,1593.79,12405.46,21.63,59828.36,57354.23,26177.74,13999.25,45.64,-2474.13,95.86,44948.77,78.37
TXN-10128,2023-01-13,January,Q1,2023,North America,Canada,Toronto,Consumer Goods,Sales,Software Services,Cybershield Security,Mid-Market,Online Store,22765.77,5581.39,4537.71,1689.57,2189.34,2217.68,8739.42,38.39,24621.41,22765.77,17184.38,10957.1,75.48,-1855.64,92.46,14026.35,61.61
TXN-10129,2023-01-13,January,Q1,2023,Europe,France,Paris,Enterprise Solutions,Sales,Hardware Systems,Network Switch 48P,Mid-Market,Direct Sales,79231.44,47673.68,11053.8,4058.7,4411.51,3085.89,13359.37,16.86,77043.72,79231.44,31557.76,16445.26,39.83,2187.72,102.84,65872.07,83.14
TXN-10130,2023-01-13,January,Q1,2023,North America,USA,New York,Enterprise Solutions,Marketing,Software Services,Cloud Database Engine,SMB,Reseller Network,14323.76,3809.72,1582.96,1010.2,1088.65,954.51,6966.37,48.64,14425.44,14323.76,10514.04,7920.88,73.4,-101.68,99.3,7357.39,51.36
TXN-10131,2023-01-13,January,Q1,2023,Latin America,Mexico,Mexico City,Financial Services,Marketing,Professional Consulting,24/7 Premium Support,Consumer,Direct Sales,25166.64,11023.44,3592.89,1391.77,3232.53,1775.25,7383.29,29.34,23939.99,25166.64,14143.2,9158.54,56.2,1226.65,105.12,17783.35,70.66
TXN-10132,2023-01-13,January,Q1,2023,Latin America,Mexico,Mexico City,Digital Services,Marketing,Professional Consulting,Implementation Services,Mid-Market,Direct Sales,11095.99,6062.22,2258.04,1162.68,213.07,431.68,1181.37,10.65,10335.8,11095.99,5033.77,1613.05,45.37,760.19,107.35,9914.62,89.35
TXN-10133,2023-01-13,January,Q1,2023,Middle East & Africa,UAE,Dubai,Digital Services,Customer Support,Electronics,Ultrabook Enterprise,SMB,Partner Channel,6374.89,4119.1,1276.71,264.28,767.07,171.04,543.76,8.53,5658.96,6374.89,2255.79,714.8,35.39,715.93,112.65,5831.13,91.47
TXN-10134,2023-01-13,January,Q1,2023,North America,USA,San Francisco,Digital Services,Sales,Hardware Systems,Server Rack X1,Mid-Market,Direct Sales,59110.85,36842.24,12525.21,3058.62,6138.69,1667.51,5017.27,8.49,59133.04,59110.85,22268.61,6684.78,37.67,-22.19,99.96,54093.58,91.51
TXN-10135,2023-01-13,January,Q1,2023,Europe,Netherlands,Amsterdam,Consumer Goods,Marketing,Software Services,Cloud Database Engine,Enterprise,Partner Channel,12299.05,2976.6,1837.91,1135.25,1835.73,1300.68,5048.61,41.05,10835.8,12299.05,9322.45,6349.29,75.8,1463.25,113.5,7250.44,58.95
TXN-10136,2023-01-13,January,Q1,2023,Latin America,Brazil,Sao Paulo,Financial Services,Customer Support,Software Services,Cybershield Security,Consumer,Partner Channel,26567.97,6019.7,3164.66,1853.78,2681.13,2997.93,12531.9,47.17,28585.84,26567.97,20548.27,15529.83,77.34,-2017.87,92.94,14036.07,52.83
TXN-10137,2023-01-13,January,Q1,2023,North America,USA,New York,Digital Services,Marketing,Electronics,4K Display Monitor,Enterprise,Direct Sales,13825.32,7933.6,2274.51,1209.0,1127.09,325.21,2083.0,15.07,13224.08,13825.32,5891.72,2408.21,42.62,601.24,104.55,11742.32,84.93
TXN-10138,2023-01-13,January,Q1,2023,North America,USA,San Francisco,Consumer Goods,Marketing,Hardware Systems,Server Rack X1,Mid-Market,Partner Channel,72505.51,45725.86,14126.53,4575.48,4214.35,1805.32,6272.32,8.65,73435.81,72505.51,26779.65,8077.64,36.93,-930.3,98.73,66233.19,91.35
TXN-10139,2023-01-13,January,Q1,2023,Middle East & Africa,Saudi Arabia,Riyadh,Consumer Goods,Sales,Electronics,Ultrabook Enterprise,Consumer,Direct Sales,2126.1,1321.74,313.22,252.83,137.47,54.31,184.0,8.65,2057.41,2126.1,804.36,238.31,37.83,68.69,103.34,1942.1,91.35
TXN-10140,2023-01-13,January,Q1,2023,Europe,UK,London,Consumer Goods,Sales,Cloud Infrastructure,Load Balancer Cluster,Mid-Market,Direct Sales,17666.89,5312.79,2846.02,1491.82,2186.11,1240.4,6775.86,38.35,19432.74,17666.89,12354.1,8016.26,69.93,-1765.85,90.91,10891.03,61.65
TXN-10141,2023-01-13,January,Q1,2023,Asia Pacific,Australia,Sydney,Digital Services,Customer Support,Electronics,4K Display Monitor,Enterprise,Direct Sales,13985.71,7768.73,2174.84,910.16,1395.24,662.76,2469.22,17.66,13517.06,13985.71,6216.98,3131.98,44.45,468.65,103.47,11516.49,82.34
TXN-10142,2023-01-14,January,Q1,2023,Europe,Netherlands,Amsterdam,Consumer Goods,Marketing,Cloud Infrastructure,Dedicated Cloud Compute,Mid-Market,Direct Sales,29416.9,11984.85,3327.98,1813.19,205.78,1738.11,10552.77,35.87,31728.69,29416.9,17432.05,12290.88,59.26,-2311.79,92.71,18864.13,64.13
TXN-10143,2023-01-14,January,Q1,2023,North America,USA,San Francisco,Consumer Goods,Sales,Software Services,Cloud Database Engine,Consumer,Reseller Network,14397.17,2376.25,1695.9,1384.47,1567.33,1522.15,7418.4,51.53,13830.77,14397.17,12020.92,8940.55,83.5,566.4,104.1,6978.77,48.47
TXN-10144,2023-01-14,January,Q1,2023,North America,USA,New York,Consumer Goods,Engineering,Software Services,Cloud Database Engine,Mid-Market,Direct Sales,16739.14,3041.85,2207.72,796.56,870.91,961.18,9731.83,58.14,15479.34,16739.14,13697.29,10693.01,81.83,1259.8,108.14,7007.31,41.86
TXN-10145,2023-01-14,January,Q1,2023,Asia Pacific,Singapore,Singapore,Digital Services,Marketing,Cloud Infrastructure,Load Balancer Cluster,Enterprise,Partner Channel,17712.42,6756.72,3867.88,1321.18,1705.37,1254.1,4512.54,25.48,16172.03,17712.42,10955.7,5766.64,61.85,1540.39,109.53,13199.88,74.52
TXN-10146,2023-01-14,January,Q1,2023,Europe,France,Paris,Digital Services,Engineering,Software Services,Cloud Database Engine,Enterprise,Reseller Network,11977.86,2430.69,1737.52,907.72,1419.67,1251.22,5650.71,47.18,12609.3,11977.86,9547.17,6901.93,79.71,-631.44,94.99,6327.15,52.82
TXN-10147,2023-01-14,January,Q1,2023,North America,USA,Chicago,Digital Services,Sales,Electronics,Ultrabook Enterprise,Consumer,Partner Channel,10006.54,5609.79,1783.98,1130.0,569.54,428.01,1054.76,10.54,9557.83,10006.54,4396.75,1482.77,43.94,448.71,104.69,8951.78,89.46
TXN-10148,2023-01-14,January,Q1,2023,Europe,UK,London,Financial Services,Sales,Cloud Infrastructure,Load Balancer Cluster,Enterprise,Partner Channel,17214.08,6363.02,1762.79,882.71,1752.86,1406.37,6799.19,39.5,15624.82,17214.08,10851.06,8205.56,63.04,1589.26,110.17,10414.89,60.5
TXN-10149,2023-01-14,January,Q1,2023,North America,USA,San Francisco,Financial Services,Engineering,Electronics,4K Display Monitor,Mid-Market,Partner Channel,10630.76,6353.77,1922.59,1214.21,554.17,265.84,874.35,8.22,10813.03,10630.76,4276.99,1140.19,40.23,-182.27,98.31,9756.41,91.78
TXN-10150,2023-01-14,January,Q1,2023,North America,USA,Chicago,Consumer Goods,Customer Support,Software Services,Cloud Database Engine,Enterprise,Direct Sales,40741.2,11848.92,7889.65,4632.27,1870.93,2200.47,14169.89,34.78,39609.9,40741.2,28892.28,16370.36,70.92,1131.3,102.86,26571.31,65.22
TXN-10151,2023-01-14,January,Q1,2023,North America,USA,New York,Financial Services,Operations,Hardware Systems,Storage Array V2,Mid-Market,Direct Sales,24827.34,14040.64,4469.82,1881.04,3478.53,1044.95,3390.89,13.66,22458.22,24827.34,10786.7,4435.84,43.45,2369.12,110.55,21436.45,86.34
TXN-10152,2023-01-14,January,Q1,2023,North America,USA,San Francisco,Financial Services,Customer Support,Professional Consulting,24/7 Premium Support,Enterprise,Direct Sales,15206.11,6894.83,2200.03,995.42,1416.75,589.29,4526.54,29.77,16468.76,15206.11,8311.28,5115.83,54.66,-1262.65,92.33,10679.57,70.23
TXN-10153,2023-01-14,January,Q1,2023,Latin America,Brazil,Sao Paulo,Digital Services,Customer Support,Software Services,Ai Analytics Platform,Enterprise,Online Store,23316.38,5481.09,4847.96,2741.87,2218.97,2031.29,8214.17,35.23,20987.4,23316.38,17835.29,10245.46,76.49,2328.98,111.1,15102.21,64.77
TXN-10154,2023-01-14,January,Q1,2023,North America,USA,San Francisco,Consumer Goods,Engineering,Software Services,Cybershield Security,SMB,Reseller Network,33031.18,8203.58,6211.27,2288.37,2004.26,2520.1,13807.86,41.8,36503.64,33031.18,24827.6,16327.96,75.16,-3472.46,90.49,19223.32,58.2
TXN-10155,2023-01-15,January,Q1,2023,Asia Pacific,Japan,Tokyo,Consumer Goods,Sales,Software Services,Cybershield Security,SMB,Online Store,16186.46,3908.36,2952.82,1242.21,1373.02,1393.26,6689.81,41.33,17226.45,16186.46,12278.1,8083.07,75.85,-1039.99,93.96,9496.65,58.67
TXN-10156,2023-01-15,January,Q1,2023,Latin America,Colombia,Bogota,Enterprise Solutions,Operations,Electronics,Ultrabook Enterprise,SMB,Partner Channel,4036.89,2269.32,755.52,326.52,425.21,129.22,556.31,13.78,3854.97,4036.89,1767.57,685.53,43.79,181.92,104.72,3480.58,86.22
TXN-10157,2023-01-15,January,Q1,2023,North America,USA,New York,Consumer Goods,Engineering,Hardware Systems,Storage Array V2,Enterprise,Partner Channel,20710.74,11119.52,3775.76,1756.65,633.37,990.27,3068.54,14.82,19597.05,20710.74,9591.22,4058.81,46.31,1113.69,105.68,17642.2,85.18
